365.00, 559043.90, 738152.95, 1263.00, -433.97, 2.00, 0.00
366.00, 560305.66, 737717.34, 1260.52, -437.25, 2.00, 0.00
367.00, 561564.93, 737278.45, 1258.03, -440.52, 2.00, 0.00
368.00, 562821.71, 736836.29, 1255.53, -443.79, 2.00, 0.00
369.00, 564076.00, 736390.87, 1253.04, -447.05, 2.00, 0.00
370.00, 565327.79, 735942.19, 1250.54, -450.31, 2.00, 0.00
371.00, 566577.08, 735490.26, 1248.04, -453.56, 2.00, 0.00
372.00, 567823.87, 735035.08, 1245.54, -456.80, 2.00, 0.00
373.00, 569068.16, 734576.67, 1243.04, -460.04, 2.00, 0.00
374.00, 570309.95, 734115.01, 1240.53, -463.27, 2.00, 0.00
375.00, 571549.23, 733650.14, 1238.02, -466.49, 2.00, 0.00
376.00, 572785.99, 733182.04, 1235.51, -469.71, 2.00, 0.00
